,UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3,ANS_Q4
167,100019,1,0.0,-1.0,,
168,100504,1,-1.0,3.0,,
169,100816,1,-1.0,2.0,,
170,101379,1,-1.0,6.0,,
171,101401,1,-1.0,7.0,,
172,101848,1,8.0,-1.0,,
173,102169,1,3.0,-1.0,,
174,102171,1,2.0,-1.0,,
175,102240,1,-1.0,4.0,,
176,102637,1,9.0,-1.0,,
177,102827,1,-1.0,2.0,,
178,103035,1,-1.0,4.0,,
179,103222,1,-1.0,3.0,,
180,103366,1,-1.0,1.0,,
181,104197,1,-1.0,9.0,,
182,104697,1,-1.0,6.0,,
183,105768,1,6.0,-1.0,,
184,107630,1,4.0,-1.0,,
185,107948,1,7.0,-1.0,,
186,107964,1,4.0,-1.0,,
187,107999,1,-1.0,0.0,,
188,108719,1,5.0,-1.0,,
189,108725,1,-1.0,9.0,,
190,109733,1,6.0,-1.0,,
191,110279,1,2.0,-1.0,,
192,110500,1,2.0,-1.0,,
193,111366,1,-1.0,7.0,,
194,111558,1,-1.0,4.0,,
195,111911,1,-1.0,6.0,,
196,112264,1,6.0,-1.0,,
197,113785,1,1.0,-1.0,,
198,114043,1,-1.0,5.0,,
199,114650,1,3.0,-1.0,,
200,115465,1,-1.0,4.0,,
201,115881,1,-1.0,3.0,,
202,116093,1,0.0,-1.0,,
203,116529,1,4.0,-1.0,,
204,117337,1,9.0,-1.0,,
205,117610,1,9.0,-1.0,,
206,118379,1,5.0,-1.0,,
207,118789,1,5.0,-1.0,,
208,119599,1,-1.0,4.0,,
209,119765,1,0.0,-1.0,,
210,119768,1,-1.0,0.0,,
211,119946,1,-1.0,8.0,,
212,120524,1,-1.0,3.0,,
213,121546,1,-1.0,0.0,,
214,122858,1,-1.0,6.0,,
215,122965,1,4.0,-1.0,,
216,123837,1,8.0,-1.0,,
217,124981,1,-1.0,5.0,,
218,125855,1,4.0,-1.0,,
219,126665,1,5.0,-1.0,,
220,126749,1,-1.0,1.0,,
221,127330,1,-1.0,3.0,,
222,128261,1,-1.0,6.0,,
223,128274,1,0.0,-1.0,,
224,129430,1,-1.0,3.0,,
225,129796,1,-1.0,9.0,,
226,129853,1,-1.0,5.0,,
227,132005,1,-1.0,5.0,,
228,132293,1,-1.0,6.0,,
229,132430,1,-1.0,5.0,,
230,132644,1,0.0,-1.0,,
231,134322,1,-1.0,2.0,,
232,134692,1,3.0,-1.0,,
233,135419,1,-1.0,4.0,,
234,137259,1,2.0,-1.0,,
235,138010,1,1.0,-1.0,,
236,138210,1,9.0,-1.0,,
237,138304,1,-1.0,6.0,,
238,138998,1,4.0,-1.0,,
239,139163,1,-1.0,8.0,,
240,139753,1,9.0,-1.0,,
241,140440,1,-1.0,8.0,,
242,140518,1,-1.0,6.0,,
243,140826,1,-1.0,7.0,,
244,141694,1,6.0,-1.0,,
245,142895,1,0.0,2.0,,
246,143261,1,-1.0,3.0,,
247,143794,1,-1.0,2.0,,
248,144057,1,3.0,-1.0,,
249,144365,1,3.0,-1.0,,
250,144720,1,6.0,-1.0,,
251,146106,1,-1.0,5.0,,
252,146179,1,4.0,-1.0,,
253,146432,1,7.0,-1.0,,
254,146761,1,1.0,-1.0,,
255,147910,1,-1.0,0.0,,
256,148275,1,-1.0,7.0,,
257,148652,1,3.0,-1.0,,
258,149708,1,-1.0,2.0,,
259,150933,1,-1.0,5.0,,
260,152229,1,3.0,-1.0,,
261,153179,1,0.0,-1.0,,
262,153554,1,-1.0,8.0,,
263,153557,1,-1.0,2.0,,
264,154122,1,3.0,-1.0,,
265,155666,1,6.0,-1.0,,
266,157688,1,1.0,-1.0,,
267,158000,1,8.0,-1.0,,
268,158077,1,-1.0,7.0,,
269,158480,1,8.0,-1.0,,
270,162499,1,-1.0,6.0,,
271,162776,1,-1.0,9.0,,
272,162876,1,-1.0,0.0,,
273,162983,1,-1.0,0.0,,
274,163403,1,-1.0,9.0,,
275,163409,1,-1.0,1.0,,
276,164786,1,0.0,-1.0,,
277,165643,1,-1.0,8.0,,
278,165704,1,-1.0,5.0,,
279,165975,1,0.0,-1.0,,
280,166208,1,3.0,-1.0,,
281,166352,1,5.0,-1.0,,
282,166438,1,-1.0,9.0,,
283,166601,1,7.0,-1.0,,
284,168865,1,-1.0,0.0,,
285,169146,1,0.0,-1.0,,
286,169678,1,9.0,-1.0,,
287,169746,1,4.0,-1.0,,
288,171812,1,0.0,-1.0,,
289,172147,1,-1.0,9.0,,
290,173416,1,-1.0,6.0,,
291,174264,1,-1.0,4.0,,
292,174477,1,9.0,-1.0,,
293,174556,1,4.0,-1.0,,
294,174742,1,-1.0,5.0,,
295,174864,1,3.0,-1.0,,
296,174977,1,-1.0,5.0,,
297,175158,1,1.0,-1.0,,
298,175246,1,4.0,-1.0,,
299,175277,1,-1.0,3.0,,
300,175494,1,0.0,-1.0,,
301,175951,1,1.0,-1.0,,
302,176091,1,3.0,-1.0,,
303,176160,1,-1.0,4.0,,
304,176590,1,0.0,-1.0,,
305,177943,1,6.0,-1.0,,
306,178611,1,-1.0,6.0,,
307,178891,1,-1.0,5.0,,
308,178961,1,2.0,-1.0,,
309,179353,1,6.0,-1.0,,
310,179468,1,3.0,-1.0,,
311,180638,1,4.0,-1.0,,
312,181899,1,9.0,-1.0,,
313,182008,1,6.0,-1.0,,
314,184153,1,-1.0,2.0,,
315,184514,1,-1.0,2.0,,
316,185638,1,-1.0,9.0,,
317,186661,1,7.0,-1.0,,
318,187180,1,4.0,-1.0,,
319,188252,1,-1.0,7.0,,
320,189182,1,1.0,-1.0,,
321,189345,1,4.0,-1.0,,
322,189744,1,-1.0,1.0,,
323,192717,1,-1.0,6.0,,
324,192720,1,-1.0,7.0,,
325,193475,1,6.0,-1.0,,
326,194116,1,3.0,-1.0,,
327,194690,1,-1.0,3.0,,
328,195178,1,-1.0,0.0,,
329,195422,1,0.0,-1.0,,
330,196002,1,-1.0,4.0,,
331,196457,1,-1.0,5.0,,
332,196832,1,6.0,-1.0,,
333,196876,1,6.0,-1.0,,
334,197190,1,-1.0,9.0,,
335,199608,1,-1.0,9.0,,
336,200221,1,0.0,-1.0,,
337,202680,1,7.0,-1.0,,
338,203081,1,-1.0,2.0,,
339,203585,1,-1.0,5.0,,
340,203915,1,7.0,-1.0,,
341,204707,1,4.0,-1.0,,
342,205423,1,-1.0,7.0,,
343,206537,1,-1.0,3.0,,
344,208311,1,-1.0,4.0,,
345,208478,1,-1.0,8.0,,
346,208625,1,7.0,-1.0,,
347,208721,1,-1.0,0.0,,
348,208817,1,6.0,-1.0,,
349,209559,1,1.0,-1.0,,
350,209660,1,3.0,-1.0,,
351,210669,1,-1.0,5.0,,
352,210975,1,0.0,-1.0,,
353,211865,1,-1.0,0.0,,
354,211957,1,6.0,-1.0,,
355,212676,1,6.0,-1.0,,
356,212695,1,7.0,-1.0,,
357,212848,1,-1.0,9.0,,
358,213248,1,6.0,-1.0,,
359,213855,1,-1.0,1.0,,
360,214938,1,8.0,-1.0,,
361,215171,1,6.0,-1.0,,
362,215675,1,-1.0,0.0,,
363,215875,1,-1.0,2.0,,
364,216319,1,-1.0,0.0,,
365,216787,1,-1.0,6.0,,
366,216862,1,-1.0,2.0,,
367,216876,1,-1.0,0.0,,
368,218029,1,4.0,-1.0,,
369,219040,1,2.0,-1.0,,
370,219152,1,9.0,-1.0,,
371,219551,1,4.0,-1.0,,
372,219885,1,-1.0,0.0,,
373,221001,1,-1.0,8.0,,
374,221065,1,-1.0,3.0,,
375,221582,1,-1.0,8.0,,
376,222279,1,9.0,-1.0,,
377,223230,1,-1.0,6.0,,
378,223846,1,8.0,-1.0,,
379,225790,1,5.0,-1.0,,
380,225972,1,3.0,-1.0,,
381,226388,1,7.0,-1.0,,
382,226530,1,4.0,-1.0,,
383,226663,1,-1.0,2.0,,
384,227278,1,9.0,-1.0,,
385,227568,1,3.0,-1.0,,
386,227731,1,-1.0,9.0,,
387,228696,1,4.0,-1.0,,
388,229399,1,1.0,-1.0,,
389,229817,1,4.0,-1.0,,
390,230063,1,-1.0,6.0,,
391,230249,1,0.0,-1.0,,
392,230279,1,-1.0,0.0,,
393,230451,1,7.0,-1.0,,
394,231792,1,-1.0,9.0,,
395,231803,1,4.0,-1.0,,
396,232326,1,-1.0,4.0,,
397,235058,1,-1.0,9.0,,
398,235446,1,2.0,-1.0,,
399,236053,1,-1.0,3.0,,
400,237271,1,2.0,-1.0,,
401,237635,1,-1.0,7.0,,
402,238211,1,6.0,-1.0,,
403,238599,1,7.0,-1.0,,
404,238784,1,4.0,-1.0,,
405,238840,1,-1.0,7.0,,
406,238965,1,-1.0,4.0,,
407,239411,1,4.0,-1.0,,
408,242106,1,1.0,-1.0,,
409,242630,1,2.0,-1.0,,
410,242639,1,-1.0,9.0,,
411,242822,1,0.0,-1.0,,
412,243341,1,-1.0,0.0,,
413,243936,1,6.0,-1.0,,
414,244956,1,4.0,-1.0,,
415,245509,1,0.0,-1.0,,
416,245659,1,9.0,-1.0,,
417,245969,1,-1.0,7.0,,
418,246795,1,9.0,-1.0,,
419,246824,1,-1.0,3.0,,
420,247360,1,1.0,-1.0,,
421,248381,1,-1.0,2.0,,
422,248525,1,-1.0,8.0,,
423,248552,1,-1.0,4.0,,
424,248716,1,9.0,-1.0,,
425,249653,1,8.0,-1.0,,
426,249747,1,-1.0,9.0,,
427,250122,1,-1.0,1.0,,
428,250865,1,6.0,-1.0,,
429,251060,1,-1.0,9.0,,
430,251473,1,7.0,-1.0,,
431,252001,1,-1.0,3.0,,
432,252225,1,-1.0,9.0,,
433,252295,1,-1.0,1.0,,
434,252921,1,6.0,-1.0,,
435,253072,1,3.0,-1.0,,
436,253532,1,8.0,-1.0,,
437,254353,1,-1.0,9.0,,
438,254435,1,0.0,-1.0,,
439,255809,1,-1.0,4.0,,
440,256160,1,-1.0,8.0,,
441,256267,1,-1.0,1.0,,
442,257128,1,3.0,-1.0,,
443,257309,1,4.0,-1.0,,
444,258363,1,6.0,-1.0,,
445,258661,1,-1.0,6.0,,
446,260296,1,7.0,-1.0,,
447,260647,1,-1.0,4.0,,
448,261507,1,1.0,-1.0,,
449,263890,1,-1.0,9.0,,
450,264148,1,2.0,-1.0,,
451,264500,1,3.0,-1.0,,
452,265340,1,2.0,-1.0,,
453,265745,1,-1.0,1.0,,
454,266349,1,6.0,-1.0,,
455,268321,1,6.0,-1.0,,
456,269426,1,-1.0,8.0,,
457,269447,1,6.0,-1.0,,
458,270385,1,9.0,-1.0,,
459,270511,1,2.0,-1.0,,
460,270823,1,-1.0,3.0,,
461,271447,1,1.0,-1.0,,
462,273862,1,5.0,-1.0,,
463,274141,1,-1.0,3.0,,
464,274375,1,-1.0,5.0,,
465,274557,1,2.0,-1.0,,
466,274971,1,-1.0,9.0,,
467,275959,1,1.0,-1.0,,
468,276719,1,7.0,-1.0,,
469,278009,1,2.0,-1.0,,
470,278022,1,-1.0,9.0,,
471,278351,1,-1.0,2.0,,
472,279432,1,-1.0,4.0,,
473,279570,1,-1.0,9.0,,
474,280294,1,-1.0,7.0,,
475,282602,1,-1.0,8.0,,
476,283049,1,-1.0,7.0,,
477,284632,1,7.0,-1.0,,
478,284790,1,1.0,-1.0,,
479,284886,1,2.0,-1.0,,
480,286150,1,-1.0,1.0,,
481,286196,1,-1.0,1.0,,
482,286829,1,-1.0,9.0,,
483,289694,1,-1.0,4.0,,
484,289887,1,8.0,-1.0,,
485,290141,1,5.0,-1.0,,
486,290214,1,-1.0,1.0,,
487,290351,1,3.0,-1.0,,
488,291772,1,5.0,-1.0,,
489,291979,1,-1.0,5.0,,
490,292358,1,-1.0,1.0,,
491,293682,1,2.0,-1.0,,
492,293716,1,-1.0,7.0,,
493,293951,1,-1.0,0.0,,
494,294441,1,7.0,-1.0,,
495,296022,1,6.0,-1.0,,
496,296064,1,-1.0,3.0,,
497,296236,1,8.0,-1.0,,
498,296392,1,-1.0,8.0,,
499,296556,1,9.0,-1.0,,
500,297530,1,-1.0,8.0,,
501,298427,1,0.0,-1.0,,
502,298778,1,5.0,-1.0,,
503,299185,1,-1.0,9.0,,
504,299938,1,-1.0,2.0,,
505,300027,1,3.0,-1.0,,
506,302621,1,-1.0,5.0,,
507,302939,1,-1.0,8.0,,
508,303659,1,-1.0,0.0,,
509,304401,1,9.0,-1.0,,
510,305635,1,-1.0,6.0,,
511,306314,1,5.0,-1.0,,
512,307228,1,-1.0,0.0,,
513,308916,1,-1.0,8.0,,
514,309318,1,8.0,-1.0,,
515,309390,1,-1.0,9.0,,
516,309584,1,0.0,-1.0,,
517,311144,1,-1.0,8.0,,
518,311238,1,-1.0,2.0,,
519,312228,1,-1.0,9.0,,
520,312482,1,1.0,-1.0,,
521,313285,1,7.0,-1.0,,
522,314130,1,-1.0,2.0,,
523,315414,1,-1.0,6.0,,
524,316027,1,2.0,-1.0,,
525,316269,1,-1.0,3.0,,
526,316563,1,-1.0,8.0,,
527,316857,1,0.0,-1.0,,
528,316935,1,8.0,-1.0,,
529,317118,1,4.0,-1.0,,
530,318103,1,-1.0,0.0,,
531,318907,1,-1.0,4.0,,
532,319891,1,2.0,-1.0,,
533,320494,1,3.0,-1.0,,
534,320928,1,0.0,-1.0,,
535,320970,1,1.0,-1.0,,
536,324024,1,6.0,-1.0,,
537,324103,1,-1.0,0.0,,
538,325030,1,-1.0,9.0,,
539,326760,1,-1.0,3.0,,
540,326932,1,5.0,-1.0,,
541,327214,1,9.0,-1.0,,
542,327581,1,4.0,-1.0,,
543,327646,1,7.0,-1.0,,
544,328319,1,4.0,-1.0,,
545,329009,1,-1.0,9.0,,
546,330048,1,0.0,-1.0,,
547,330760,1,-1.0,5.0,,
548,330913,1,1.0,-1.0,,
549,331007,1,-1.0,9.0,,
550,333277,1,-1.0,6.0,,
551,335337,1,7.0,-1.0,,
552,335486,1,4.0,-1.0,,
553,335788,1,0.0,-1.0,,
554,335934,1,9.0,-1.0,,
555,336040,1,-1.0,1.0,,
556,336364,1,-1.0,1.0,,
557,336734,1,-1.0,1.0,,
558,336967,1,-1.0,7.0,,
559,337239,1,-1.0,7.0,,
560,337373,1,6.0,-1.0,,
561,337941,1,2.0,-1.0,,
562,338053,1,-1.0,2.0,,
563,338447,1,3.0,-1.0,,
564,338772,1,-1.0,6.0,,
565,340872,1,2.0,-1.0,,
566,341461,1,4.0,-1.0,,
567,341835,1,4.0,-1.0,,
568,343388,1,-1.0,5.0,,
569,343446,1,6.0,-1.0,,
570,343615,1,-1.0,1.0,,
571,344123,1,-1.0,5.0,,
572,344209,1,8.0,-1.0,,
573,344554,1,3.0,-1.0,,
574,345650,1,-1.0,3.0,,
575,346336,1,4.0,-1.0,,
576,346390,1,7.0,-1.0,,
577,347898,1,0.0,-1.0,,
578,348089,1,-1.0,3.0,,
579,348140,1,2.0,-1.0,,
580,348193,1,5.0,-1.0,,
581,350864,1,-1.0,7.0,,
582,351342,1,6.0,-1.0,,
583,351365,1,2.0,-1.0,,
584,351775,1,-1.0,4.0,,
585,352850,1,-1.0,2.0,,
586,353699,1,0.0,-1.0,,
587,354787,1,-1.0,9.0,,
588,354933,1,-1.0,9.0,,
589,355595,1,-1.0,0.0,,
590,355697,1,-1.0,1.0,,
591,356144,1,8.0,-1.0,,
592,356798,1,5.0,-1.0,,
593,356974,1,4.0,-1.0,,
594,357827,1,-1.0,3.0,,
595,358340,1,-1.0,7.0,,
596,358950,1,-1.0,1.0,,
597,359621,1,-1.0,5.0,,
598,360209,1,-1.0,5.0,,
599,361022,1,-1.0,9.0,,
600,362010,1,3.0,-1.0,,
601,362162,1,0.0,-1.0,,
602,363199,1,-1.0,6.0,,
603,363924,1,-1.0,2.0,,
604,364787,1,5.0,-1.0,,
605,366637,1,5.0,-1.0,,
606,366651,1,0.0,-1.0,,
607,369103,1,7.0,-1.0,,
608,369171,1,4.0,-1.0,,
609,370986,1,-1.0,4.0,,
610,372972,1,-1.0,8.0,,
611,373646,1,0.0,-1.0,,
612,375363,1,3.0,-1.0,,
613,377976,1,-1.0,8.0,,
614,379030,1,-1.0,3.0,,
615,379185,1,-1.0,5.0,,
616,379287,1,-1.0,8.0,,
617,380508,1,4.0,-1.0,,
618,381503,1,5.0,-1.0,,
619,382619,1,0.0,-1.0,,
620,382641,1,0.0,-1.0,,
621,383043,1,7.0,-1.0,,
622,384683,1,9.0,-1.0,,
623,385264,1,8.0,-1.0,,
624,385665,1,5.0,-1.0,,
625,386264,1,3.0,-1.0,,
626,386433,1,8.0,-1.0,,
627,387058,1,6.0,-1.0,,
628,387262,1,6.0,-1.0,,
629,387472,1,9.0,-1.0,,
630,387538,1,-1.0,7.0,,
631,388494,1,6.0,-1.0,,
632,388650,1,3.0,-1.0,,
633,388820,1,4.0,-1.0,,
634,389228,1,3.0,-1.0,,
635,389887,1,3.0,-1.0,,
636,390050,1,1.0,-1.0,,
637,390262,1,-1.0,4.0,,
638,390929,1,1.0,-1.0,,
639,391892,1,-1.0,1.0,,
640,392104,1,-1.0,3.0,,
641,392683,1,3.0,-1.0,,
642,393262,1,-1.0,9.0,,
643,393297,1,-1.0,9.0,,
644,393733,1,-1.0,7.0,,
645,394534,1,4.0,-1.0,,
646,395677,1,0.0,-1.0,,
647,395755,1,-1.0,2.0,,
648,395996,1,0.0,-1.0,,
649,397297,1,7.0,-1.0,,
650,397434,1,0.0,-1.0,,
651,397479,1,-1.0,8.0,,
652,397755,1,-1.0,7.0,,
653,398546,1,-1.0,0.0,,
654,398924,1,0.0,-1.0,,
655,400074,1,0.0,-1.0,,
656,400096,1,8.0,-1.0,,
657,400674,1,-1.0,4.0,,
658,401456,1,6.0,-1.0,,
659,401637,1,9.0,-1.0,,
660,402330,1,1.0,-1.0,,
661,402476,1,-1.0,3.0,,
662,402833,1,-1.0,0.0,,
663,402885,1,-1.0,8.0,,
664,402892,1,1.0,-1.0,,
665,403315,1,9.0,-1.0,,
666,405772,1,0.0,-1.0,,
667,405945,1,3.0,-1.0,,
668,406597,1,-1.0,1.0,,
669,410217,1,-1.0,4.0,,
670,410729,1,-1.0,4.0,,
671,411749,1,4.0,-1.0,,
672,411769,1,4.0,-1.0,,
673,412155,1,-1.0,5.0,,
674,413260,1,-1.0,7.0,,
675,413826,1,-1.0,3.0,,
676,414336,1,3.0,-1.0,,
677,414617,1,6.0,-1.0,,
678,415355,1,7.0,-1.0,,
679,416098,1,8.0,-1.0,,
680,416862,1,-1.0,1.0,,
681,416869,1,-1.0,8.0,,
682,418192,1,6.0,-1.0,,
683,418714,1,-1.0,9.0,,
684,420226,1,-1.0,3.0,,
685,420733,1,-1.0,1.0,,
686,421365,1,6.0,-1.0,,
687,421614,1,-1.0,4.0,,
688,422734,1,-1.0,2.0,,
689,422797,1,1.0,-1.0,,
690,422804,1,7.0,-1.0,,
691,424137,1,1.0,-1.0,,
692,426071,1,-1.0,5.0,,
693,427315,1,0.0,-1.0,,
694,427684,1,-1.0,5.0,,
695,428050,1,7.0,-1.0,,
696,428159,1,8.0,-1.0,,
697,428562,1,4.0,-1.0,,
698,429467,1,7.0,-1.0,,
699,429903,1,2.0,-1.0,,
700,430353,1,8.0,-1.0,,
701,431195,1,0.0,-1.0,,
702,431879,1,2.0,-1.0,,
703,432100,1,-1.0,0.0,,
704,432800,1,0.0,-1.0,,
705,433509,1,-1.0,6.0,,
706,434274,1,-1.0,4.0,,
707,434373,1,-1.0,0.0,,
708,434891,1,-1.0,9.0,,
709,435058,1,-1.0,2.0,,
710,435727,1,7.0,-1.0,,
711,436349,1,-1.0,3.0,,
712,436607,1,-1.0,3.0,,
713,437677,1,-1.0,5.0,,
714,437776,1,-1.0,2.0,,
715,438103,1,5.0,-1.0,,
716,439021,1,-1.0,4.0,,
717,439162,1,1.0,-1.0,,
718,439201,1,-1.0,5.0,,
719,441529,1,8.0,-1.0,,
720,441930,1,-1.0,5.0,,
721,442068,1,1.0,-1.0,,
722,442585,1,-1.0,8.0,,
723,443022,1,7.0,-1.0,,
724,443364,1,-1.0,3.0,,
725,443632,1,1.0,-1.0,,
726,443804,1,0.0,-1.0,,
727,444324,1,-1.0,1.0,,
728,444591,1,6.0,-1.0,,
729,444997,1,8.0,-1.0,,
730,445179,1,3.0,-1.0,,
731,445738,1,4.0,-1.0,,
732,446739,1,9.0,-1.0,,
733,446985,1,-1.0,8.0,,
734,447160,1,-1.0,3.0,,
735,447312,1,5.0,-1.0,,
736,448246,1,8.0,-1.0,,
737,448525,1,-1.0,6.0,,
738,448562,1,4.0,-1.0,,
739,448844,1,7.0,-1.0,,
740,449558,1,2.0,-1.0,,
741,450042,1,-1.0,0.0,,
742,450338,1,-1.0,0.0,,
743,450979,1,3.0,-1.0,,
744,451602,1,4.0,-1.0,,
745,451632,1,-1.0,7.0,,
746,452996,1,-1.0,7.0,,
747,453639,1,2.0,-1.0,,
748,453711,1,-1.0,8.0,,
749,454028,1,8.0,-1.0,,
750,454123,1,-1.0,2.0,,
751,454253,1,2.0,-1.0,,
752,454268,1,-1.0,8.0,,
753,456917,1,8.0,-1.0,,
754,457570,1,-1.0,8.0,,
755,457771,1,8.0,-1.0,,
756,458942,1,4.0,-1.0,,
757,459202,1,8.0,-1.0,,
758,459361,1,-1.0,3.0,,
759,461384,1,1.0,-1.0,,
760,461428,1,0.0,-1.0,,
761,461686,1,1.0,-1.0,,
762,461706,1,-1.0,8.0,,
763,461781,1,8.0,-1.0,,
764,462087,1,-1.0,8.0,,
765,463035,1,4.0,-1.0,,
766,463074,1,3.0,-1.0,,
767,463452,1,8.0,-1.0,,
768,463643,1,5.0,-1.0,,
769,464510,1,6.0,-1.0,,
770,464704,1,-1.0,7.0,,
771,465292,1,1.0,-1.0,,
772,466289,1,7.0,-1.0,,
